Batch_ID,Product_ID,Manufacture_Date,Label_Expiry_Date,Delivered_Date,Lead_Time_Days,Country,Shipment_Mode,Manufacturing_Site,Quantity,Weight_kg,Freight_Cost_USD
BATCH-00555,HRDT-001,2025-12-23,2027-12-23,2026-02-26,21,Nigeria,Air,"Alere Medical Co., Ltd.",9312,3787.0,57017.68
BATCH-00556,ARV-004,2025-04-12,2027-04-12,2025-05-20,13,Nigeria,Air,"Aurobindo Unit III, India",1116,102.0,3680.33
BATCH-00557,ARV-004,2025-03-15,2027-03-15,2025-05-16,17,Mozambique,Air,"Aurobindo Unit III, India",720,66.0,772.04
BATCH-00558,ARV-004,2026-02-25,2028-02-25,2026-04-22,11,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,164867,14794.0,34099.18
BATCH-00559,ARV-006,2025-10-16,2027-10-16,2025-12-07,26,Zambia,Truck,Hetero Unit III Hyderabad IN,57984,3144.0,7317.47
BATCH-00560,ARV-011,2026-03-18,2028-03-17,2026-05-03,19,Burundi,Air,Mylan (formerly Matrix) Nashik,8190,1208.0,7564.47
BATCH-00561,ARV-012,2025-02-22,2027-02-22,2025-05-01,14,Vietnam,Air,"Cipla, Goa, India",15360,1360.0,5412.14
BATCH-00562,ARV-001,2025-06-22,2027-06-22,2025-08-01,5,South Africa,Air,"Aurobindo Unit III, India",53954,4564.0,6105.79
BATCH-00563,HRDT-001,2025-10-04,2027-10-04,2025-10-30,13,Sudan,Air,"Alere Medical Co., Ltd.",129,60.0,1133.17
BATCH-00564,ARV-010,2025-09-18,2027-09-18,2025-11-05,4,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,27574,2376.0,25231.96
BATCH-00565,HRDT-006,2026-01-06,2028-01-06,2026-03-04,20,Rwanda,Air,"KHB Test Kit Facility, Shanghai China",2988,1992.0,26266.34
BATCH-00566,ARV-004,2025-09-29,2027-09-29,2025-11-05,5,Nigeria,Air Charter,"Aurobindo Unit III, India",99995,11636.0,25231.96
BATCH-00567,ARV-005,2025-12-31,2027-12-31,2026-02-21,8,"Congo, DRC",Air,ABBVIE Ludwigshafen Germany,304,43.0,453.31
BATCH-00568,ARV-001,2025-09-07,2027-09-07,2025-11-09,9,Haiti,Air,"MSD, Haarlem, NL",255,72.0,290.0
BATCH-00569,ARV-014,2026-03-01,2028-02-29,2026-04-08,15,"Congo, DRC",Air,"Aurobindo Unit III, India",1100,95.0,2453.16
BATCH-00570,ARV-002,2025-05-26,2027-05-26,2025-07-13,20,Uganda,Truck,"Aurobindo Unit III, India",5184,507.0,1576.8
BATCH-00571,ARV-009,2025-02-15,2027-02-15,2025-03-23,21,Ethiopia,Air,"Aspen-OSD, Port Elizabeth, SA",4394,317.0,1628.18
BATCH-00572,ARV-004,2026-03-22,2028-03-21,2026-05-13,12,Nigeria,Air,Mylan (formerly Matrix) Nashik,37742,3322.0,21533.88
BATCH-00573,ARV-003,2025-03-12,2027-03-12,2025-04-21,13,Mozambique,Truck,"Cipla, Goa, India",16610,2298.0,3733.57
BATCH-00574,ARV-003,2025-08-05,2027-08-05,2025-09-05,8,Uganda,Truck,"Aurobindo Unit III, India",69202,9299.0,54009.25
BATCH-00575,ARV-009,2026-01-03,2028-01-03,2026-02-20,5,Vietnam,Air,Hetero Unit III Hyderabad IN,13307,1018.0,1681.58
BATCH-00576,ARV-012,2025-05-13,2027-05-13,2025-06-24,15,Zambia,Truck,"Cipla, Goa, India",61520,23888.0,13518.56
BATCH-00577,ARV-002,2025-06-20,2027-06-20,2025-08-09,20,Tanzania,Air,"Strides, Bangalore, India.",38500,2695.0,13457.25
BATCH-00578,HRDT-010,2025-03-19,2027-03-19,2025-04-30,13,Haiti,Air,"Trinity Biotech, Plc",84,54.0,871.71
BATCH-00579,HRDT-001,2025-12-10,2027-12-10,2026-01-18,20,Zambia,Air,"Alere Medical Co., Ltd.",2950,1222.0,22041.41
BATCH-00580,ARV-005,2025-08-11,2027-08-11,2025-08-28,6,Guyana,Air,"Aurobindo Unit III, India",3796,1028.0,12609.89
BATCH-00581,ARV-005,2025-04-17,2027-04-17,2025-06-12,6,Nigeria,Air,ABBVIE Ludwigshafen Germany,2040,309.0,3777.93
BATCH-00582,ARV-003,2026-04-04,2028-04-03,2026-05-11,27,Mozambique,Truck,Hetero Unit III Hyderabad IN,300000,39688.0,28277.42
BATCH-00583,ARV-005,2025-05-27,2027-05-27,2025-06-24,6,Vietnam,Air,ABBVIE Ludwigshafen Germany,1400,209.0,954.38
BATCH-00584,HRDT-002,2025-01-08,2027-01-08,2025-02-23,5,Guyana,Air,"Trinity Biotech, Plc",1500,515.0,8576.8
BATCH-00585,HRDT-001,2025-05-27,2027-05-27,2025-06-19,11,Kenya,Air,Inverness Japan,7500,2215.0,17974.69
BATCH-00586,ARV-002,2025-05-17,2027-05-17,2025-07-17,20,Haiti,Air,"Aurobindo Unit III, India",32850,3917.0,39223.78
BATCH-00587,HRDT-002,2025-12-09,2027-12-09,2026-02-08,16,Nigeria,Air,"Trinity Biotech, Plc",6355,290.0,15450.88
BATCH-00588,ARV-003,2026-03-23,2028-03-22,2026-05-12,9,Mozambique,Truck,Hetero Unit III Hyderabad IN,28516,3772.0,3567.08
BATCH-00589,HRDT-001,2025-09-06,2027-09-06,2025-10-16,19,Dominican Republic,Air,Inverness Japan,1000,399.0,8776.57
BATCH-00590,ARV-010,2025-10-17,2027-10-17,2025-11-11,19,"Congo, DRC",Air,Mylan (formerly Matrix) Nashik,20,70.0,1524.5
BATCH-00591,ARV-018,2025-11-13,2027-11-13,2026-01-23,18,Zambia,Air,"Cipla, Patalganga, India",40000,3533.0,20188.13
BATCH-00592,ARV-011,2026-02-26,2028-02-26,2026-04-17,28,Uganda,Truck,Mylan (formerly Matrix) Nashik,45000,5083.0,6948.04
BATCH-00593,ARV-022,2025-10-14,2027-10-14,2025-12-11,9,Uganda,Air,"MSD, Haarlem, NL",390,39.0,433.0
BATCH-00594,ARV-008,2025-07-26,2027-07-26,2025-08-31,21,Dominican Republic,Air,Mylan (formerly Matrix) Nashik,3073,594.0,4996.2
BATCH-00595,ARV-003,2026-01-29,2028-01-29,2026-02-21,10,Uganda,Air,"Cipla, Goa, India",6200,597.0,2905.49
BATCH-00596,ARV-005,2025-10-03,2027-10-03,2025-12-07,18,"Congo, DRC",Air,"Aurobindo Unit III, India",600,895.0,6061.4
BATCH-00597,HRDT-013,2025-04-27,2027-04-27,2025-07-06,14,Tanzania,Air,"Standard Diagnostics, Korea",20000,6223.0,82236.74
BATCH-00598,ARV-008,2025-05-23,2027-05-23,2025-08-01,18,Ethiopia,Air,"Aurobindo Unit III, India",4000,400.0,961.46
BATCH-00599,ARV-004,2026-02-05,2028-02-05,2026-04-07,15,Vietnam,Air,Mylan (formerly Matrix) Nashik,9800,2235.0,3708.72
BATCH-00600,ARV-024,2025-05-25,2027-05-25,2025-06-27,15,Tanzania,Air,"BMS Meymac, France",1000,335.0,888.0
BATCH-00601,ARV-008,2025-07-12,2027-07-12,2025-10-22,47,South Africa,Ocean,GSK Mississauga (Canada),20000,7664.0,17022.13
BATCH-00602,ARV-003,2025-10-22,2027-10-22,2025-12-27,25,Côte d'Ivoire,Truck,Mylan (formerly Matrix) Nashik,5701,338.0,3487.55
BATCH-00603,ARV-015,2026-01-07,2028-01-07,2026-02-07,17,Zambia,Air,"Aurobindo Unit III, India",11811,1184.0,5904.94
BATCH-00604,ARV-007,2026-02-13,2028-02-13,2026-03-04,7,Côte d'Ivoire,Air,"Aurobindo Unit III, India",2867,5752.0,18607.76
BATCH-00605,HRDT-002,2025-08-21,2027-08-21,2025-10-31,19,Sudan,Air,"Trinity Biotech, Plc",11,5.0,578.73
BATCH-00606,ARV-004,2025-12-30,2027-12-30,2026-02-02,14,"Congo, DRC",Air,Mylan (formerly Matrix) Nashik,647,5897.0,40434.04
BATCH-00607,ARV-008,2026-01-10,2028-01-10,2026-03-08,10,Guyana,Air,"Aurobindo Unit III, India",49,5.0,660.43
BATCH-00608,ARV-006,2026-01-22,2028-01-22,2026-02-16,13,Vietnam,Air,"Micro labs, Verna, Goa, India",6493,301.0,1457.92
BATCH-00609,HRDT-007,2025-03-21,2027-03-21,2025-05-01,21,Guyana,Air,Inverness Japan,213,14.0,180.0
BATCH-00610,ARV-002,2025-04-30,2027-04-30,2025-06-08,19,Côte d'Ivoire,Air,"Aurobindo Unit III, India",5601,545.0,2280.64
BATCH-00611,ARV-016,2025-10-24,2027-10-24,2025-12-02,19,Haiti,Air,"Strides, Bangalore, India.",384,20.0,950.05
BATCH-00612,HRDT-004,2025-12-27,2027-12-27,2026-02-19,12,Nigeria,Air,Chembio Diagnostics Sys. Inc.,3337,1252.0,5758.84
BATCH-00613,HRDT-003,2025-02-05,2027-02-05,2025-04-19,18,Botswana,Air,Inverness Japan,100,28.0,641.06
BATCH-00614,ARV-007,2025-10-12,2027-10-12,2025-12-17,11,Vietnam,Air,"Cipla, Goa, India",1475,96.0,678.83
BATCH-00615,ARV-002,2025-10-04,2027-10-04,2025-12-11,23,Zimbabwe,Truck,Hetero Unit III Hyderabad IN,69737,4028.0,8751.99
BATCH-00616,HRDT-001,2026-04-05,2028-04-04,2026-05-06,15,Nigeria,Air,"Alere Medical Co., Ltd.",6360,2579.0,28759.53
BATCH-00617,HRDT-001,2025-12-22,2027-12-22,2026-02-26,9,Nigeria,Air,"Alere Medical Co., Ltd.",9241,3744.0,57484.06
BATCH-00618,ARV-001,2025-03-26,2027-03-26,2025-05-08,9,Vietnam,Air,Mylan (formerly Matrix) Nashik,8400,613.0,3247.73
BATCH-00619,HRDT-004,2025-04-12,2027-04-12,2025-05-23,6,Côte d'Ivoire,Air,Chembio Diagnostics Sys. Inc.,289,79.0,1104.69
BATCH-00620,ARV-002,2026-02-15,2028-02-15,2026-04-06,7,"Congo, DRC",Air,"Aurobindo Unit III, India",1330,416.0,5347.37
BATCH-00621,ARV-003,2025-05-18,2027-05-18,2025-07-21,17,Uganda,Truck,"Aurobindo Unit III, India",3354,393.0,1694.0
BATCH-00622,ARV-005,2026-01-02,2028-01-02,2026-03-07,7,Nigeria,Air Charter,ABBVIE Ludwigshafen Germany,15826,3814.0,29674.92
BATCH-00623,ARV-004,2025-06-19,2027-06-19,2025-07-30,4,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,488,39.0,9736.1
BATCH-00624,ARV-006,2025-02-01,2027-02-01,2025-03-23,12,Ethiopia,Air,"Ranbaxy, Paonta Shahib, India",48671,2533.0,9187.8
BATCH-00625,HRDT-001,2025-11-12,2027-11-12,2026-01-12,15,Uganda,Air,"Alere Medical Co., Ltd.",3035,1346.0,32471.83
BATCH-00626,ARV-001,2025-09-23,2027-09-23,2025-10-24,12,Zambia,Truck,Mylan (formerly Matrix) Nashik,230000,18968.0,22168.18
BATCH-00627,ARV-012,2025-05-15,2027-05-15,2025-06-20,15,Zambia,Truck,"Cipla, Goa, India",40126,4414.0,4506.2
BATCH-00628,HRDT-004,2025-03-28,2027-03-28,2025-05-17,11,Guyana,Air,Chembio Diagnostics Sys. Inc.,100,28.0,692.38
BATCH-00629,ARV-008,2025-10-09,2027-10-09,2025-11-05,19,Zambia,Truck,Mylan (formerly Matrix) Nashik,7548,13472.0,11292.05
BATCH-00630,ARV-014,2025-07-14,2027-07-14,2025-08-16,11,Côte d'Ivoire,Air,"BMS Meymac, France",6000,1278.0,1742.12
BATCH-00631,ARV-001,2025-03-24,2027-03-24,2025-05-31,24,Zimbabwe,Truck,"Aurobindo Unit III, India",4000,8523.0,35673.58
BATCH-00632,ARV-019,2025-06-09,2027-06-09,2025-08-16,10,Vietnam,Air,ABBVIE (Abbott) Logis. UK,24,60.0,3981.97
BATCH-00633,ARV-001,2025-07-05,2027-07-05,2025-08-24,17,Tanzania,Truck,Mylan (formerly Matrix) Nashik,90000,7397.0,28022.17
BATCH-00634,ARV-002,2025-08-28,2027-08-28,2025-10-04,11,Côte d'Ivoire,Air,"Aurobindo Unit III, India",600,224.0,3545.1
BATCH-00635,ARV-015,2026-01-08,2028-01-08,2026-02-14,8,Guyana,Air,"Aurobindo Unit III, India",3402,392.0,4523.0
BATCH-00636,ARV-004,2025-10-05,2027-10-05,2025-12-02,16,Rwanda,Air,"Aurobindo Unit III, India",35820,3114.0,18779.99
BATCH-00637,ARV-002,2025-10-25,2027-10-25,2025-12-07,9,Rwanda,Air,"Aurobindo Unit III, India",58234,5551.0,49069.74
BATCH-00638,ARV-006,2025-07-29,2027-07-29,2025-08-14,10,South Africa,Air,"Aurobindo Unit III, India",3184,1205.0,3283.62
BATCH-00639,ARV-001,2025-06-10,2027-06-10,2025-08-01,18,South Africa,Air,"Aurobindo Unit III, India",53957,4565.0,6105.83
BATCH-00640,HRDT-002,2025-09-29,2027-09-29,2025-11-16,21,Ethiopia,Air,"Trinity Biotech, Plc",26,17.0,334.65
BATCH-00641,ARV-001,2025-06-20,2027-06-20,2025-08-18,16,Guyana,Air,"Aurobindo Unit III, India",230,411.0,3380.86
BATCH-00642,ARV-010,2025-05-09,2027-05-09,2025-07-21,20,Uganda,Air,Mylan (formerly Matrix) Nashik,2000,168.0,1905.63
BATCH-00643,ARV-027,2026-01-04,2028-01-04,2026-03-21,19,Rwanda,Air,"BMS Evansville, US",208,16.0,957.88
BATCH-00644,ARV-006,2025-06-28,2027-06-28,2025-08-18,13,South Africa,Air,"Aurobindo Unit III, India",34067,1828.0,1791.42
BATCH-00645,ARV-018,2026-01-14,2028-01-14,2026-03-04,25,Mozambique,Truck,Mylan (formerly Matrix) Nashik,4837,1102.0,8406.81
BATCH-00646,ARV-011,2026-01-15,2028-01-15,2026-02-27,14,Mozambique,Truck,Hetero Unit III Hyderabad IN,66946,36903.0,7928.11
BATCH-00647,HRDT-001,2025-05-11,2027-05-11,2025-06-06,12,Guyana,Air,Inverness Japan,425,130.0,1859.79
BATCH-00648,ARV-004,2025-02-07,2027-02-07,2025-04-18,14,Rwanda,Air,"Aurobindo Unit III, India",45168,3953.0,23071.26
BATCH-00649,ARV-001,2025-11-17,2027-11-17,2026-01-28,21,Haiti,Air,"Micro labs, Verna, Goa, India",14448,2284.0,13257.25
BATCH-00650,ARV-012,2025-04-02,2027-04-02,2025-06-11,19,Nigeria,Air,"Cipla, Goa, India",46,2.0,714.34
BATCH-00651,ARV-014,2025-06-17,2027-06-17,2025-07-23,13,Vietnam,Air,"BMS Meymac, France",520,104.0,2658.09
BATCH-00652,HRDT-003,2025-03-19,2027-03-19,2025-04-26,16,Nigeria,Air,Inverness Japan,6875,1566.0,19992.75
BATCH-00653,ARV-015,2025-04-01,2027-04-01,2025-05-31,8,Nigeria,Air,"Aspen-OSD, Port Elizabeth, SA",17067,1481.0,14974.4
BATCH-00654,ARV-008,2024-12-20,2026-12-20,2025-02-10,18,Rwanda,Air,"Aurobindo Unit III, India",90,120.0,11609.31
BATCH-00655,HRDT-002,2025-11-29,2027-11-29,2026-01-25,14,Zambia,Air,"Trinity Biotech, Plc",6900,2262.0,27038.58
BATCH-00656,HRDT-008,2025-02-14,2027-02-14,2025-03-31,14,Haiti,Air,"Pacific Biotech, Thailand",30,72.0,2556.61
BATCH-00657,ARV-027,2026-03-20,2028-03-19,2026-05-06,18,Rwanda,Air,Bristol-Myers Squibb Anagni IT,466,69.0,802.85
BATCH-00658,ARV-010,2025-10-22,2027-10-22,2025-12-15,15,Uganda,Air,"Cipla, Kurkumbh, India",20201,3865.0,19667.94
BATCH-00659,ARV-001,2025-05-12,2027-05-12,2025-07-06,6,Haiti,Air,"Aurobindo Unit III, India",5323,456.0,5338.55
BATCH-00660,ARV-002,2025-07-05,2027-07-05,2025-08-06,9,Côte d'Ivoire,Air,"Aurobindo Unit III, India",3872,1451.0,5121.68
BATCH-00661,ARV-005,2026-03-07,2028-03-06,2026-05-03,8,Zimbabwe,Air,ABBVIE Ludwigshafen Germany,19922,3991.0,34670.93
BATCH-00662,ARV-010,2025-11-11,2027-11-11,2025-12-16,17,Nigeria,Air,"Cipla, Kurkumbh, India",41514,4052.0,15459.09
BATCH-00663,ARV-001,2025-11-02,2027-11-02,2025-12-04,5,Haiti,Air,"Aurobindo Unit III, India",1764,106.0,1615.07
BATCH-00664,ARV-002,2025-08-31,2027-08-31,2025-11-05,11,Zimbabwe,Truck,"Aurobindo Unit VII, IN",9073,2721.0,4777.08
BATCH-00665,ARV-007,2025-04-23,2027-04-23,2025-07-04,15,Côte d'Ivoire,Air,"Aurobindo Unit III, India",2352,3189.0,1211.48
BATCH-00666,ARV-002,2025-02-15,2027-02-15,2025-04-27,16,Vietnam,Air,"Aurobindo Unit III, India",2180,242.0,5881.57
BATCH-00667,ARV-011,2026-01-04,2028-01-04,2026-02-08,13,Vietnam,Air,Mylan (formerly Matrix) Nashik,84000,9479.0,14402.92
BATCH-00668,ARV-002,2025-10-21,2027-10-21,2026-01-07,27,Zambia,Truck,Hetero Unit III Hyderabad IN,38929,2462.0,16295.56
BATCH-00669,ARV-005,2025-03-15,2027-03-15,2025-05-30,20,Haiti,Air,ABBVIE (Abbott) Logis. UK,50,99.0,2704.58
BATCH-00670,ARV-018,2025-10-07,2027-10-07,2025-12-14,10,Côte d'Ivoire,Truck,"Aurobindo Unit III, India",2500,2147.0,8211.03
BATCH-00671,ARV-011,2026-04-19,2028-04-18,2026-05-07,12,Nigeria,Air Charter,"Aurobindo Unit VII, IN",134991,26861.0,53937.0
BATCH-00672,ARV-025,2025-08-31,2027-08-31,2025-10-30,15,Uganda,Air,"MSD, Haarlem, NL",36,9.0,286.0
BATCH-00673,HRDT-002,2025-07-04,2027-07-04,2025-09-16,15,Tanzania,Air,"Trinity Biotech, Plc",30,10.0,910.73
BATCH-00674,ARV-012,2025-06-16,2027-06-16,2025-08-08,6,Ethiopia,Air,"Cipla, Goa, India",29315,3931.0,13215.67
BATCH-00675,ARV-008,2026-01-15,2028-01-15,2026-02-16,15,Vietnam,Air,"Aurobindo Unit III, India",591,36.0,430.5
BATCH-00676,ARV-015,2025-02-22,2027-02-22,2025-04-26,17,Nigeria,Air,"Aspen-OSD, Port Elizabeth, SA",76,7.0,747.5
BATCH-00677,ARV-003,2026-01-11,2028-01-11,2026-02-04,14,Tanzania,Air,"Aurobindo Unit III, India",37012,4699.0,17907.7
BATCH-00678,ARV-003,2025-10-25,2027-10-25,2025-12-01,6,Côte d'Ivoire,Air,"Strides, Bangalore, India.",50000,5625.0,11702.27
BATCH-00679,HRDT-004,2025-10-27,2027-10-27,2025-12-18,13,Guyana,Air,Chembio Diagnostics Sys. Inc.,6,2.0,297.0
BATCH-00680,ARV-006,2025-11-10,2027-11-10,2025-12-30,20,Vietnam,Air,"Micro labs, Verna, Goa, India",13570,568.0,1646.5
BATCH-00681,ARV-020,2025-10-29,2027-10-29,2025-12-28,17,Uganda,Air,Mylan (formerly Matrix) Nashik,1665,420.0,3900.39
BATCH-00682,HRDT-010,2025-04-10,2027-04-10,2025-05-05,7,Haiti,Air,"Trinity Biotech, Plc",2,4.0,523.12
BATCH-00683,ARV-010,2025-04-17,2027-04-17,2025-06-24,30,Zambia,Truck,Mylan (formerly Matrix) Nashik,92000,7579.0,6759.28
BATCH-00684,ARV-005,2025-08-31,2027-08-31,2025-11-09,30,Tanzania,Truck,"Aurobindo Unit III, India",3679,932.0,1698.83
BATCH-00685,ARV-005,2024-12-27,2026-12-27,2025-02-11,7,Mozambique,Air,ABBVIE Ludwigshafen Germany,250,105.0,348.09
BATCH-00686,ARV-002,2026-02-23,2028-02-23,2026-04-02,18,Zambia,Air,Hetero Unit III Hyderabad IN,100000,6304.0,34182.97
BATCH-00687,ARV-010,2025-11-01,2027-11-01,2025-12-03,11,Rwanda,Air,Mylan (formerly Matrix) Nashik,131704,10818.0,119695.66
BATCH-00688,ARV-025,2025-05-12,2027-05-12,2025-06-08,8,Nigeria,Air Charter,"MSD, Haarlem, NL",400,89.0,7329.83
BATCH-00689,ARV-006,2025-05-23,2027-05-23,2025-07-04,12,Côte d'Ivoire,Air,"Aurobindo Unit III, India",2000,688.0,1211.48
BATCH-00690,HRDT-001,2025-09-17,2027-09-17,2025-11-11,18,Kenya,Air,"Alere Medical Co., Ltd.",7982,2278.0,31382.03
BATCH-00691,ARV-006,2025-02-12,2027-02-12,2025-03-29,21,Ethiopia,Air,"Ranbaxy, Paonta Shahib, India",14044,732.0,2963.8
BATCH-00692,ARV-012,2025-05-25,2027-05-25,2025-07-09,18,Vietnam,Air,"Cipla, Goa, India",19600,1926.0,12423.96
BATCH-00693,ARV-002,2025-04-15,2027-04-15,2025-05-25,20,Rwanda,Air,Hetero Unit III Hyderabad IN,7425,404.0,5637.82
BATCH-00694,HRDT-001,2025-08-19,2027-08-19,2025-09-26,21,Tanzania,Air,Inverness Japan,1250,600.0,14398.69
BATCH-00695,ARV-006,2025-05-20,2027-05-20,2025-07-06,6,Ethiopia,Air,Mylan (formerly Matrix) Nashik,8000,425.0,2978.5
BATCH-00696,HRDT-008,2025-05-21,2027-05-21,2025-07-18,9,Haiti,Air,"Pacific Biotech, Thailand",100,240.0,5362.39
BATCH-00697,ARV-009,2025-07-04,2027-07-04,2025-08-10,17,South Africa,Air,"Cipla, Goa, India",47625,3243.0,1881.24
BATCH-00698,ARV-001,2025-01-21,2027-01-21,2025-03-29,15,Namibia,Air,"Aurobindo Unit III, India",21000,1815.0,6074.62
BATCH-00699,ARV-006,2025-10-04,2027-10-04,2025-12-05,26,Rwanda,Ocean,"Cipla, Goa, India",7840,2995.0,20193.21
BATCH-00700,ARV-027,2026-01-16,2028-01-16,2026-02-05,6,Dominican Republic,Air,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",1902,170.0,1965.62
BATCH-00701,HRDT-001,2025-06-22,2027-06-22,2025-07-30,13,Sudan,Air,Inverness Japan,350,104.0,2023.76
BATCH-00702,ARV-001,2025-11-12,2027-11-12,2025-12-02,15,Uganda,Air,"Strides, Bangalore, India.",23000,1403.0,9800.0
BATCH-00703,ARV-019,2026-02-04,2028-02-04,2026-02-18,7,Côte d'Ivoire,Air,ABBVIE Ludwigshafen Germany,350,56.0,1726.5
BATCH-00704,ARV-004,2025-05-06,2027-05-06,2025-06-02,4,Nigeria,Air Charter,"Aurobindo Unit III, India",35000,3162.0,15128.37
BATCH-00705,HRDT-001,2026-02-15,2028-02-15,2026-03-23,7,Uganda,Air,"Alere Medical Co., Ltd.",6000,2432.0,23482.06
BATCH-00706,HRDT-002,2025-03-15,2027-03-15,2025-05-16,14,Tanzania,Air,"Trinity Biotech, Plc",839,284.0,3261.37
BATCH-00707,ARV-015,2025-10-01,2027-10-01,2025-10-20,7,Zambia,Truck,Mylan (formerly Matrix) Nashik,10015,819.0,2882.6
BATCH-00708,HRDT-001,2025-12-15,2027-12-15,2026-02-18,14,Nigeria,Air,"Alere Medical Co., Ltd.",9335,3788.0,61035.9
BATCH-00709,HRDT-010,2025-03-12,2027-03-12,2025-04-11,13,Haiti,Air,"Trinity Biotech, Plc",4,3.0,1808.19
BATCH-00710,ARV-005,2025-06-26,2027-06-26,2025-07-20,12,Vietnam,Air,ABBVIE Ludwigshafen Germany,1820,445.0,4755.76
BATCH-00711,ARV-001,2025-06-16,2027-06-16,2025-08-14,16,South Africa,Air,"Aurobindo Unit III, India",56877,4815.0,5886.9
BATCH-00712,ARV-016,2025-10-28,2027-10-28,2025-12-27,13,Rwanda,Air,Hetero Unit III Hyderabad IN,13152,1045.0,6152.0
BATCH-00713,ARV-008,2025-10-25,2027-10-25,2025-12-19,17,Uganda,Air,Mylan (formerly Matrix) Nashik,2067,220.0,1616.45
BATCH-00714,ARV-003,2025-07-09,2027-07-09,2025-08-06,17,Rwanda,Air,Mylan (formerly Matrix) Nashik,5869,758.0,8929.51
BATCH-00715,HRDT-015,2026-01-09,2028-01-09,2026-02-09,20,Burundi,Air,Chembio Diagnostics Sys. Inc.,428,47.0,732.47
BATCH-00716,ARV-001,2025-08-07,2027-08-07,2025-10-25,53,South Africa,Ocean,Hetero Unit III Hyderabad IN,92500,7878.0,8134.37
BATCH-00717,ARV-022,2025-09-24,2027-09-24,2025-11-05,13,Uganda,Air,"MSD, Haarlem, NL",231,23.0,250.0
BATCH-00718,ARV-008,2025-08-29,2027-08-29,2025-11-14,18,Zambia,Truck,"Aurobindo Unit III, India",15000,1485.0,8510.82
BATCH-00719,ARV-001,2025-05-26,2027-05-26,2025-06-24,9,Vietnam,Air,Mylan (formerly Matrix) Nashik,3528,383.0,1162.52
BATCH-00720,ARV-003,2025-12-20,2027-12-20,2026-01-19,15,Haiti,Air,Mylan (formerly Matrix) Nashik,4235,236.0,2215.13
BATCH-00721,HRDT-001,2025-05-27,2027-05-27,2025-07-30,7,Zimbabwe,Air,Inverness Japan,1915,967.0,18212.87
BATCH-00722,ARV-014,2025-06-04,2027-06-04,2025-07-07,20,Haiti,Air,"BMS Meymac, France",120,29.0,260.0
BATCH-00723,ARV-001,2025-10-15,2027-10-15,2025-11-17,27,Zambia,Truck,"Strides, Bangalore, India.",109226,6636.0,10598.2
BATCH-00724,HRDT-001,2025-08-27,2027-08-27,2025-10-01,7,Sudan,Air,Inverness Japan,378,180.0,4529.86
BATCH-00725,ARV-026,2025-10-30,2027-10-30,2025-12-14,18,Uganda,Air,"Janssen-Cilag, Latina, IT",111,24.0,330.0
BATCH-00726,ARV-004,2025-06-24,2027-06-24,2025-08-08,6,Vietnam,Air,"Aurobindo Unit III, India",11004,1073.0,9535.67
BATCH-00727,ARV-005,2025-10-01,2027-10-01,2025-12-03,10,Nigeria,Air Charter,"Aurobindo Unit III, India",17497,4898.0,18461.22
BATCH-00728,ARV-014,2025-05-30,2027-05-30,2025-07-31,6,Guyana,Air,"Aurobindo Unit III, India",330,71.0,1721.53
BATCH-00729,ARV-002,2026-01-08,2028-01-08,2026-03-11,42,Haiti,Ocean,"Aurobindo Unit III, India",2040,820.0,2214.69
BATCH-00730,HRDT-006,2025-02-23,2027-02-23,2025-05-08,16,Ethiopia,Air,"KHB Test Kit Facility, Shanghai China",3470,2509.0,22803.8
BATCH-00731,ARV-023,2026-02-16,2028-02-16,2026-04-13,17,Haiti,Air,"Janssen-Cilag, Latina, IT",111,42.0,926.3
BATCH-00732,ARV-011,2025-10-25,2027-10-25,2025-11-14,12,Vietnam,Air,Mylan (formerly Matrix) Nashik,6549,1208.0,3306.51
BATCH-00733,HRDT-001,2026-01-11,2028-01-11,2026-03-28,20,Tanzania,Air,"Alere Medical Co., Ltd.",672,277.0,4379.48
BATCH-00734,HRDT-003,2025-03-20,2027-03-20,2025-04-19,18,Guyana,Air,Inverness Japan,213,49.0,959.46
BATCH-00735,HRDT-003,2025-03-22,2027-03-22,2025-05-06,8,Zimbabwe,Air,Inverness Japan,1634,373.0,4112.46
BATCH-00736,HRDT-005,2025-01-14,2027-01-14,2025-03-19,16,Zimbabwe,Air,"Standard Diagnostics, Korea",3508,1052.0,4641.85
BATCH-00737,ARV-014,2025-11-30,2027-11-30,2026-01-04,17,Haiti,Air,"Aurobindo Unit III, India",240,19.0,971.7
BATCH-00738,ARV-001,2025-10-08,2027-10-08,2025-11-06,10,Côte d'Ivoire,Air,"Strides, Bangalore, India.",47614,3453.0,9657.88
BATCH-00739,HRDT-003,2025-05-31,2027-05-31,2025-07-18,17,Botswana,Air,Inverness Japan,8,3.0,690.02
BATCH-00740,ARV-001,2025-01-27,2027-01-27,2025-04-18,28,Zambia,Truck,Mylan (formerly Matrix) Nashik,55000,3925.0,2196.18
BATCH-00741,ARV-004,2025-04-22,2027-04-22,2025-05-27,18,Uganda,Air,"Aurobindo Unit III, India",3505,6556.0,5401.95
